"ngram","pubyear","count","rel_freq"
"5564","Finite-state machine",2015,1,2.98975739015706e-07
"5565","Blood pressure",2011,1,5.44529735952086e-07
"5566","Electric power industry",2013,1,3.17950364768556e-07
"5567","Capacity management",2015,1,2.98975739015706e-07
"5568","Vapor pressure",2011,1,5.44529735952086e-07
"5569","Oscillating Water Column",2015,1,2.98975739015706e-07
"5570","Basic structure doctrine",2010,1,5.37350710538845e-07
"5571","Molten carbonate fuel cell",2012,1,5.9446776409379e-07
"5572","High frequency",2015,1,2.98975739015706e-07
"5573","Refrigerated container",2011,1,5.44529735952086e-07
"5574","Static electricity",2007,1,3.42026039126411e-07
"5575","Microbial fuel cell",2011,1,5.44529735952086e-07
"5576","Transverse plane",2013,1,3.17950364768556e-07
"5577","Sodium hyaluronate",2011,1,5.44529735952086e-07
"5578","Schematic",2015,1,2.98975739015706e-07
"5579","Lifting equipment",2006,1,4.07574361942336e-07
"5580","Station code",2010,1,5.37350710538845e-07
"5581","Network architecture",2011,1,5.44529735952086e-07
"5582","Shallow foundation",2011,1,5.44529735952086e-07
"5583","Unit operation",2015,1,2.98975739015706e-07
"5584","Feature extraction",2012,1,5.9446776409379e-07
"5585","Vaccine",2015,1,2.98975739015706e-07
"5586","Contact angle",2012,1,5.9446776409379e-07
"5587","Post-transition metal",2011,1,5.44529735952086e-07
"5588","Inline linking",2011,1,5.44529735952086e-07
"5589","HTML element",2013,1,3.17950364768556e-07
"5590","Set (music)",2012,1,5.9446776409379e-07
"5591","Force",2011,1,5.44529735952086e-07
"5592","False alarm",2012,1,5.9446776409379e-07
"5593","Rubber mat",2013,1,3.17950364768556e-07
"5594","Degree Confluence Project",2010,1,5.37350710538845e-07
"5595","Linear combination",2012,1,5.9446776409379e-07
"5596","Thermal management (electronics)",2007,1,3.42026039126411e-07
"5597","Contact force",2013,1,3.17950364768556e-07
"5598","Rotational energy",2008,1,2.82895354745117e-07
"5599","Start point (yeast)",2009,1,3.05274626580445e-07
"5600","K-means clustering",2011,1,5.44529735952086e-07
"5601","Three Steps",2015,1,2.98975739015706e-07
"5602","Illicium verum",2011,1,5.44529735952086e-07
"5603","Human skin",2011,1,5.44529735952086e-07
"5604","Magnetic gear",2014,1,2.70769877284384e-07
"5605","Ring (mathematics)",2011,1,5.44529735952086e-07
"5606","Power rating",2014,1,2.70769877284384e-07
"5607","Rate (mathematics)",2011,1,5.44529735952086e-07
"5608","Rotary encoder",2006,1,4.07574361942336e-07
"5609","Spring (device)",2014,1,2.70769877284384e-07
"5610","Flow separation",2011,1,5.44529735952086e-07
"5611","Arc length",2007,1,3.42026039126411e-07
"5612","Resource distribution",2010,1,5.37350710538845e-07
"5613","Electromagnetic radiation",2008,1,2.82895354745117e-07
"5614","Proportionality (mathematics)",2010,1,5.37350710538845e-07
"5615","Magnetic bearing",2008,1,2.82895354745117e-07
"5616","Synthetic membrane",2014,1,2.70769877284384e-07
"5617","Revolute joint",2011,1,5.44529735952086e-07
"5618","Pressure measurement",2011,1,5.44529735952086e-07
"5619","Concept map",2010,1,5.37350710538845e-07
"5620","Planetary equilibrium temperature",2009,1,3.05274626580445e-07
"5621","Candidate solution",2013,1,3.17950364768556e-07
"5622","Printed circuit board",2006,1,4.07574361942336e-07
"5623","3D modeling",2012,1,5.9446776409379e-07
"5624","Active cooling",2010,1,5.37350710538845e-07
"5625","Cooling flow",2009,1,3.05274626580445e-07
"5626","Methacrylic acid",2015,1,2.98975739015706e-07
"5627","Static VAR compensator",2015,1,2.98975739015706e-07
"5628","Malonic acid",2008,1,2.82895354745117e-07
"5629","Building science",2011,1,5.44529735952086e-07
"5630","Sugar refinery",2008,1,2.82895354745117e-07
"5631","Laminar flow",2015,1,2.98975739015706e-07
"5632","Palm oil",2011,1,5.44529735952086e-07
"5633","Image processing",2012,1,5.9446776409379e-07
"5634","Current source",2009,1,3.05274626580445e-07
"5635","Firm service",2008,1,2.82895354745117e-07
"5636","Prestressed concrete",2011,1,5.44529735952086e-07
"5637","Modes of mechanical ventilation",2011,1,5.44529735952086e-07
"5638","Parallel axis theorem",2006,1,4.07574361942336e-07
"5639","Non-ferrous metal",2013,1,3.17950364768556e-07
"5640","Mechanical load",2014,1,2.70769877284384e-07
"5641","Universal joint",2011,1,5.44529735952086e-07
"5642","Heat treating",2014,1,2.70769877284384e-07
"5643","Cable length",2008,1,2.82895354745117e-07
"5644","Block design",2011,1,5.44529735952086e-07
"5645","Family of sets",2013,1,3.17950364768556e-07
"5646","Finite impulse response",2013,1,3.17950364768556e-07
"5647","Mass in special relativity",2006,1,4.07574361942336e-07
"5648","Control arm",2006,1,4.07574361942336e-07
"5649","Lithium oxide",2013,1,3.17950364768556e-07
"5650","Traffic collision",2013,1,3.17950364768556e-07
"5651","Weight function",2011,1,5.44529735952086e-07
"5652","Frequency analysis",2014,1,2.70769877284384e-07
"5653","ISO 2145",2015,1,2.98975739015706e-07
"5654","Centrifugal fan",2011,1,5.44529735952086e-07
"5655","Deformation (engineering)",2011,1,5.44529735952086e-07
"5656","Power curve",2010,1,5.37350710538845e-07
"5657","Helix angle",2012,1,5.9446776409379e-07
"5658","Spatial distribution",2015,1,2.98975739015706e-07
"5659","Fracture toughness",2014,1,2.70769877284384e-07
"5660","Radial line",2011,1,5.44529735952086e-07
"5661","Reduction (Sweden)",2010,1,5.37350710538845e-07
"5662","Heat Treatment",2013,1,3.17950364768556e-07
"5663","Lifting equipment",2010,1,5.37350710538845e-07
"5664","Casting",2010,1,5.37350710538845e-07
"5665","Electric vehicle",2015,1,2.98975739015706e-07
"5666","Transition state",2010,1,5.37350710538845e-07
"5667","Hydrocarbon exploration",2008,1,2.82895354745117e-07
"5668","State observer",2011,1,5.44529735952086e-07
"5669","Neodecanoic acid",2011,1,5.44529735952086e-07
"5670","Generation Loss",2011,1,5.44529735952086e-07
"5671","Precise Point Positioning",2009,1,3.05274626580445e-07
"5672","Transformer types",2014,1,2.70769877284384e-07
"5673","Current source",2011,1,5.44529735952086e-07
"5674","Change control",2014,1,2.70769877284384e-07
"5675","Field strength",2014,1,2.70769877284384e-07
"5676","Water cooling",2014,1,2.70769877284384e-07
"5677","Band gap",2010,1,5.37350710538845e-07
"5678","Geological formation",2011,1,5.44529735952086e-07
"5679","Weld quality assurance",2014,1,2.70769877284384e-07
"5680","Transfinite number",2012,1,5.9446776409379e-07
"5681","Contour line",2007,1,3.42026039126411e-07
"5682","Angle of rotation",2010,1,5.37350710538845e-07
"5683","Liquidus",2013,1,3.17950364768556e-07
"5684","Superficial inguinal ring",2010,1,5.37350710538845e-07
"5685","Time point",2013,1,3.17950364768556e-07
"5686","Electrical contacts",2011,1,5.44529735952086e-07
"5687","Linear motor",2014,1,2.70769877284384e-07
"5688","Configuration (geometry)",2012,1,5.9446776409379e-07
"5689","Continuous operation",2008,1,2.82895354745117e-07
"5690","Electric power quality",2012,1,5.9446776409379e-07
"5691","Peak power",2012,1,5.9446776409379e-07
"5692","Stainless steel",2007,1,3.42026039126411e-07
"5693","Wind gradient",2011,1,5.44529735952086e-07
"5694","Natural fiber",2015,1,2.98975739015706e-07
"5695","Thermal efficiency",2011,1,5.44529735952086e-07
"5696","Real number",2015,1,2.98975739015706e-07
"5697","Thermal cutoff",2014,1,2.70769877284384e-07
"5698","Nitrogen",2015,1,2.98975739015706e-07
"5699","Buck–boost converter",2013,1,3.17950364768556e-07
"5700","Power semiconductor device",2007,1,3.42026039126411e-07
"5701","Traditional method",2011,1,5.44529735952086e-07
"5702","Geothermal heating",2012,1,5.9446776409379e-07
"5703","Water column",2014,1,2.70769877284384e-07
"5704","Cottrell equation",2014,1,2.70769877284384e-07
"5705","Profile angle",2013,1,3.17950364768556e-07
"5706","Transition metal",2015,1,2.98975739015706e-07
"5707","Probability distribution",2014,1,2.70769877284384e-07
"5708","Capital cost",2008,1,2.82895354745117e-07
"5709","Present",2010,1,5.37350710538845e-07
"5710","Pollutant",2015,1,2.98975739015706e-07
"5711","Voltmeter",2013,1,3.17950364768556e-07
"5712","Feasibility study",2010,1,5.37350710538845e-07
"5713","Schnirelmann density",2010,1,5.37350710538845e-07
"5714","Capsule (pharmacy)",2011,1,5.44529735952086e-07
"5715","Everyday life",2011,1,5.44529735952086e-07
"5716","Vascular resistance",2006,1,4.07574361942336e-07
"5717","Plate number",2012,1,5.9446776409379e-07
"5718","Structure space",2011,1,5.44529735952086e-07
"5719","Convective heat transfer",2014,1,2.70769877284384e-07
"5720","HVAC",2007,1,3.42026039126411e-07
"5721","Throttle",2009,1,3.05274626580445e-07
"5722","Monolayer",2013,1,3.17950364768556e-07
"5723","Interplanetary scintillation",2015,1,2.98975739015706e-07
"5724","Flow diverter",2014,1,2.70769877284384e-07
"5725","Boundary layer control",2010,1,5.37350710538845e-07
"5726","Low-angle shot",2015,1,2.98975739015706e-07
"5727","Climate",2011,1,5.44529735952086e-07
"5728","Fan effect",2015,1,2.98975739015706e-07
"5729","Time domain",2012,1,5.9446776409379e-07
"5730","Rotary wheel blow molding systems",2013,1,3.17950364768556e-07
"5731","Total organic carbon",2011,1,5.44529735952086e-07
"5732","Antimicrobial resistance",2015,1,2.98975739015706e-07
"5733","Electromagnetic interference",2008,1,2.82895354745117e-07
"5734","Ground loop (electricity)",2012,1,5.9446776409379e-07
"5735","Wind wave",2012,1,5.9446776409379e-07
"5736","Total value",2015,1,2.98975739015706e-07
"5737","Tutorial system",2012,1,5.9446776409379e-07
"5738","Computational fluid dynamics",2014,1,2.70769877284384e-07
"5739","Hydroelectricity",2010,1,5.37350710538845e-07
"5740","Monitor unit",2009,1,3.05274626580445e-07
"5741","Corrective lens",2006,1,4.07574361942336e-07
"5742","Condition monitoring",2014,1,2.70769877284384e-07
"5743","Switching circuit theory",2010,1,5.37350710538845e-07
"5744","Weight loss",2010,1,5.37350710538845e-07
"5745","Chemical species",2011,1,5.44529735952086e-07
"5746","Partial oxidation",2011,1,5.44529735952086e-07
"5747","Vegetable oil",2009,1,3.05274626580445e-07
"5748","Bibliographic database",2009,1,3.05274626580445e-07
"5749","Human behavior",2015,1,2.98975739015706e-07
"5750","Sebacic acid",2008,1,2.82895354745117e-07
"5751","Energy supply",2012,1,5.9446776409379e-07
"5752","Heat-transfer fluid",2013,1,3.17950364768556e-07
"5753","Electromotive force",2015,1,2.98975739015706e-07
"5754","Wave power",2006,1,4.07574361942336e-07
"5755","Independent sources",2012,1,5.9446776409379e-07
"5756","Variable geometry",2008,1,2.82895354745117e-07
"5757","Operation Time",2013,1,3.17950364768556e-07
"5758","Global Positioning System",2015,1,2.98975739015706e-07
"5759","Assembly language",2012,1,5.9446776409379e-07
"5760","High Velocity",2006,1,4.07574361942336e-07
"5761","Loss function",2011,1,5.44529735952086e-07
"5762","Electronic System",2015,1,2.98975739015706e-07
"5763","Power module",2009,1,3.05274626580445e-07
"5764","Eddy current",2008,1,2.82895354745117e-07
"5765","Main lobe",2010,1,5.37350710538845e-07
"5766","Monitor unit",2015,1,2.98975739015706e-07
"5767","Radioactive source",2012,1,5.9446776409379e-07
"5768","Single coil guitar pickup",2014,1,2.70769877284384e-07
"5769","Line element",2014,1,2.70769877284384e-07
"5770","Transmission (mechanics)",2015,1,2.98975739015706e-07
"5771","Functional load",2011,1,5.44529735952086e-07
"5772","Knowledge-based systems",2011,1,5.44529735952086e-07
"5773","Linear actuator",2014,1,2.70769877284384e-07
"5774","Clock rate",2014,1,2.70769877284384e-07
"5775","Regional transmission organization (North America)",2013,1,3.17950364768556e-07
"5776","Transmission line",2008,1,2.82895354745117e-07
"5777","Savonius wind turbine",2007,1,3.42026039126411e-07
"5778","Military operation plan",2012,1,5.9446776409379e-07
"5779","Environmental protection",2007,1,3.42026039126411e-07
"5780","Order of magnitude",2011,1,5.44529735952086e-07
"5781","Aperiodic frequency",2015,1,2.98975739015706e-07
"5782","Inertial response",2011,1,5.44529735952086e-07
"5783","Water supply",2015,1,2.98975739015706e-07
"5784","Marine mammal",2013,1,3.17950364768556e-07
"5785","Greenhouse gas",2013,1,3.17950364768556e-07
"5786","Automotive engine",2014,1,2.70769877284384e-07
"5787","Chemical reaction",2012,1,5.9446776409379e-07
"5788","Electric vehicle battery",2010,1,5.37350710538845e-07
"5789","Resource map",2011,1,5.44529735952086e-07
"5790","Energy consumption",2008,1,2.82895354745117e-07
"5791","System configuration",2009,1,3.05274626580445e-07
"5792","Power engineering",2009,1,3.05274626580445e-07
"5793","Wafer (electronics)",2011,1,5.44529735952086e-07
"5794","Plane of rotation",2006,1,4.07574361942336e-07
"5795","Cooling capacity",2012,1,5.9446776409379e-07
"5796","Air cooling",2012,1,5.9446776409379e-07
"5797","Scrubber",2015,1,2.98975739015706e-07
"5798","Venturi effect",2015,1,2.98975739015706e-07
"5799","Allotropes of oxygen",2011,1,5.44529735952086e-07
"5800","Multiple integral",2011,1,5.44529735952086e-07
"5801","Neutral country",2013,1,3.17950364768556e-07
"5802","Sine wave",2009,1,3.05274626580445e-07
"5803","Audio signal flow",2011,1,5.44529735952086e-07
"5804","Wave power",2010,1,5.37350710538845e-07
"5805","Power control",2012,1,5.9446776409379e-07
"5806","Compressed hydrogen",2008,1,2.82895354745117e-07
"5807","System of measurement",2014,1,2.70769877284384e-07
"5808","Complex differential form",2011,1,5.44529735952086e-07
"5809","Dynamic balance",2013,1,3.17950364768556e-07
"5810","Thermal decomposition",2013,1,3.17950364768556e-07
"5811","Rotational symmetry",2013,1,3.17950364768556e-07
"5812","Angular frequency",2011,1,5.44529735952086e-07
"5813","Body of water",2015,1,2.98975739015706e-07
"5814","Ethology",2013,1,3.17950364768556e-07
"5815","Mobile object",2010,1,5.37350710538845e-07
"5816","Fossil fuel",2007,1,3.42026039126411e-07
"5817","Gas detector",2011,1,5.44529735952086e-07
"5818","Surface states",2012,1,5.9446776409379e-07
"5819","Chemical energy",2008,1,2.82895354745117e-07
"5820","Asynchronous system",2009,1,3.05274626580445e-07
"5821","Galvanic corrosion",2009,1,3.05274626580445e-07
"5822","Mechanical impedance",2013,1,3.17950364768556e-07
"5823","Structural unit",2015,1,2.98975739015706e-07
"5824","Sodium carbonate",2009,1,3.05274626580445e-07
"5825","Thermal expansion",2015,1,2.98975739015706e-07
"5826","Turboexpander",2007,1,3.42026039126411e-07
"5827","Functional testing",2014,1,2.70769877284384e-07
"5828","Signal processing",2011,1,5.44529735952086e-07
"5829","Cogging torque",2015,1,2.98975739015706e-07
"5830","Dark matter",2014,1,2.70769877284384e-07
"5831","Mumbai Police Detection Unit",2009,1,3.05274626580445e-07
"5832","Subject indexing",2013,1,3.17950364768556e-07
"5833","Time zone",2014,1,2.70769877284384e-07
"5834","Polar coordinate system",2007,1,3.42026039126411e-07
"5835","Multiple use",2009,1,3.05274626580445e-07
"5836","Battery management system",2013,1,3.17950364768556e-07
"5837","Car model",2010,1,5.37350710538845e-07
"5838","Pressure coefficient",2011,1,5.44529735952086e-07
"5839","Coil spring",2009,1,3.05274626580445e-07
"5840","Angle of rotation",2006,1,4.07574361942336e-07
"5841","Salt water",2011,1,5.44529735952086e-07
"5842","Hydroelectricity",2014,1,2.70769877284384e-07
"5843","Fixed position assembly",2015,1,2.98975739015706e-07
"5844","Tidal power",2009,1,3.05274626580445e-07
"5845","Cyclic stress",2014,1,2.70769877284384e-07
"5846","Upper set",2013,1,3.17950364768556e-07
"5847","Central processing unit",2011,1,5.44529735952086e-07
"5848","Multiple edges",2010,1,5.37350710538845e-07
"5849","Water table",2012,1,5.9446776409379e-07
"5850","Yaw (rotation)",2011,1,5.44529735952086e-07
"5851","Clock rate",2010,1,5.37350710538845e-07
"5852","Altitude",2011,1,5.44529735952086e-07
"5853","Channel capacity",2012,1,5.9446776409379e-07
"5854","Ultrasonic testing",2008,1,2.82895354745117e-07
"5855","Lorentz force",2010,1,5.37350710538845e-07
"5856","Process control",2010,1,5.37350710538845e-07
"5857","Atmosphere of Earth",2009,1,3.05274626580445e-07
"5858","Linear model",2008,1,2.82895354745117e-07
"5859","Coating",2013,1,3.17950364768556e-07
"5860","Wireless",2012,1,5.9446776409379e-07
"5861","Fluid power",2011,1,5.44529735952086e-07
"5862","Field force",2013,1,3.17950364768556e-07
"5863","Transmission system operator",2015,1,2.98975739015706e-07
"5864","Hybrid vehicle",2010,1,5.37350710538845e-07
"5865","Marine propulsion",2011,1,5.44529735952086e-07
"5866","Ion pump (physics)",2009,1,3.05274626580445e-07
"5867","Phenol formaldehyde resin",2014,1,2.70769877284384e-07
"5868","Heating system",2009,1,3.05274626580445e-07
"5869","Loader (computing)",2015,1,2.98975739015706e-07
"5870","Performance per watt",2008,1,2.82895354745117e-07
"5871","Process control",2007,1,3.42026039126411e-07
"5872","Plug-in electric vehicle",2012,1,5.9446776409379e-07
"5873","Mature technology",2011,1,5.44529735952086e-07
"5874","High-temperature electrolysis",2010,1,5.37350710538845e-07
"5875","Radio access technology",2011,1,5.44529735952086e-07
"5876","Wheel hub motor",2012,1,5.9446776409379e-07
"5877","Parabolic reflector",2011,1,5.44529735952086e-07
"5878","Transverse wave",2012,1,5.9446776409379e-07
"5879","Alkali metal oxide",2007,1,3.42026039126411e-07
"5880","Power-on reset",2011,1,5.44529735952086e-07
"5881","Pressure drop",2011,1,5.44529735952086e-07
"5882","Magnetic coupling",2007,1,3.42026039126411e-07
"5883","Newtype",2013,1,3.17950364768556e-07
"5884","Clock rate",2007,1,3.42026039126411e-07
"5885","Ultrasonic testing",2014,1,2.70769877284384e-07
"5886","Voltage regulator",2014,1,2.70769877284384e-07
"5887","Calcium carbonate",2013,1,3.17950364768556e-07
"5888","Critical point (thermodynamics)",2011,1,5.44529735952086e-07
"5889","Environment variable",2013,1,3.17950364768556e-07
"5890","Rapid construction",2011,1,5.44529735952086e-07
"5891","Respiratory tract infection",2010,1,5.37350710538845e-07
"5892","Electric power quality",2015,1,2.98975739015706e-07
"5893","Half bridge",2013,1,3.17950364768556e-07
"5894","Interference fit",2014,1,2.70769877284384e-07
"5895","Light metal",2013,1,3.17950364768556e-07
"5896","Direct action",2014,1,2.70769877284384e-07
"5897","Optical fiber",2007,1,3.42026039126411e-07
"5898","Aluminum electrolytic capacitor",2015,1,2.98975739015706e-07
"5899","Transducer",2011,1,5.44529735952086e-07
"5900","Circular segment",2015,1,2.98975739015706e-07
"5901","Pulsatile flow",2013,1,3.17950364768556e-07
"5902","Molecular modification",2013,1,3.17950364768556e-07
"5903","HVAC",2014,1,2.70769877284384e-07
"5904","Hydroxy group",2013,1,3.17950364768556e-07
"5905","Geographical distance",2011,1,5.44529735952086e-07
"5906","Rechargeable battery",2007,1,3.42026039126411e-07
"5907","Machine Design",2014,1,2.70769877284384e-07
"5908","Stress (mechanics)",2010,1,5.37350710538845e-07
"5909","Value premium",2011,1,5.44529735952086e-07
"5910","Magnetostatics",2011,1,5.44529735952086e-07
"5911","Stagnation point",2014,1,2.70769877284384e-07
"5912","Capital cost",2007,1,3.42026039126411e-07
"5913","Electricity retailing",2011,1,5.44529735952086e-07
"5914","Pulp and paper industry",2011,1,5.44529735952086e-07
"5915","Biofuel",2011,1,5.44529735952086e-07
"5916","Optical fiber",2013,1,3.17950364768556e-07
"5917","Signal strength in telecommunications",2010,1,5.37350710538845e-07
"5918","Deadband",2013,1,3.17950364768556e-07
"5919","Blood flow",2012,1,5.9446776409379e-07
"5920","Tide",2009,1,3.05274626580445e-07
"5921","Induction coil",2015,1,2.98975739015706e-07
"5922","Tangential and normal components",2015,1,2.98975739015706e-07
"5923","Industry",2012,1,5.9446776409379e-07
"5924","Traction motor",2015,1,2.98975739015706e-07
"5925","Steel",2014,1,2.70769877284384e-07
"5926","Wheel hub motor",2015,1,2.98975739015706e-07
"5927","Hydraulic lift",2015,1,2.98975739015706e-07
"5928","Piezoelectricity",2013,1,3.17950364768556e-07
"5929","Thermoplastic",2014,1,2.70769877284384e-07
"5930","Traffic flow",2011,1,5.44529735952086e-07
"5931","Thermal depolymerization",2014,1,2.70769877284384e-07
"5932","Energy supply",2009,1,3.05274626580445e-07
"5933","Resultant force",2014,1,2.70769877284384e-07
"5934","Strength of materials",2010,1,5.37350710538845e-07
"5935","Wave farm",2015,1,2.98975739015706e-07
"5936","Thermoplastic",2006,1,4.07574361942336e-07
"5937","Common Logic",2011,1,5.44529735952086e-07
"5938","Marine propulsion",2009,1,3.05274626580445e-07
"5939","Feedback",2012,1,5.9446776409379e-07
"5940","Resultant force",2006,1,4.07574361942336e-07
"5941","Construction",2012,1,5.9446776409379e-07
"5942","Electric heating",2009,1,3.05274626580445e-07
"5943","Loss factor",2011,1,5.44529735952086e-07
"5944","Electric field",2009,1,3.05274626580445e-07
"5945","Magnetic monopole",2006,1,4.07574361942336e-07
"5946","Hydraulics",2013,1,3.17950364768556e-07
"5947","Return flow",2011,1,5.44529735952086e-07
"5948","Plant System",2013,1,3.17950364768556e-07
"5949","P-wave",2011,1,5.44529735952086e-07
"5950","Renewable resource",2009,1,3.05274626580445e-07
"5951","Tool use by animals",2011,1,5.44529735952086e-07
"5952","Torque",2015,1,2.98975739015706e-07
"5953","Control unit",2008,1,2.82895354745117e-07
"5954","Nitrogen dioxide",2012,1,5.9446776409379e-07
"5955","Support surface",2015,1,2.98975739015706e-07
"5956","Current collector",2006,1,4.07574361942336e-07
"5957","Dosimeter",2010,1,5.37350710538845e-07
"5958","Circulator pump",2008,1,2.82895354745117e-07
"5959","Combinatoriality",2013,1,3.17950364768556e-07
"5960","Current collector",2008,1,2.82895354745117e-07
"5961","Fossil fuel",2006,1,4.07574361942336e-07
"5962","Uninterruptible power supply",2009,1,3.05274626580445e-07
"5963","Aqueous solution",2015,1,2.98975739015706e-07
"5964","Control theory",2012,1,5.9446776409379e-07
"5965","Castor oil",2013,1,3.17950364768556e-07
"5966","Thermal power station",2013,1,3.17950364768556e-07
"5967","Effective medium approximations",2013,1,3.17950364768556e-07
"5968","Lift-to-drag ratio",2010,1,5.37350710538845e-07
"5969","Specific energy",2011,1,5.44529735952086e-07
"5970","Continuously variable transmission",2011,1,5.44529735952086e-07
"5971","Energy recovery",2015,1,2.98975739015706e-07
"5972","Design effect",2011,1,5.44529735952086e-07
"5973","Aerial image",2013,1,3.17950364768556e-07
"5974","Water transportation",2006,1,4.07574361942336e-07
"5975","Ferrite core",2015,1,2.98975739015706e-07
"5976","Organic acid",2011,1,5.44529735952086e-07
"5977","Polyester resin",2006,1,4.07574361942336e-07
"5978","Aircraft flight control system",2007,1,3.42026039126411e-07
"5979","Circulator pump",2014,1,2.70769877284384e-07
"5980","Galvanic cell",2007,1,3.42026039126411e-07
"5981","Plasma-facing material",2015,1,2.98975739015706e-07
"5982","Density gradient",2011,1,5.44529735952086e-07
"5983","Singleton (mathematics)",2015,1,2.98975739015706e-07
"5984","Heat pipe",2014,1,2.70769877284384e-07
"5985","Firelighting",2009,1,3.05274626580445e-07
"5986","Composite material",2006,1,4.07574361942336e-07
"5987","Refractory metals",2011,1,5.44529735952086e-07
"5988","Industrial robot",2011,1,5.44529735952086e-07
"5989","Thermal management (electronics)",2014,1,2.70769877284384e-07
"5990","Upper limb",2011,1,5.44529735952086e-07
"5991","Statistical significance",2015,1,2.98975739015706e-07
"5992","Geomagnetic reversal",2010,1,5.37350710538845e-07
"5993","Resistance force",2011,1,5.44529735952086e-07
"5994","Time signal",2010,1,5.37350710538845e-07
"5995","Decibel",2009,1,3.05274626580445e-07
"5996","Information loss",2009,1,3.05274626580445e-07
"5997","Adjustable-speed drive",2014,1,2.70769877284384e-07
"5998","Average",2014,1,2.70769877284384e-07
"5999","Wind shear",2008,1,2.82895354745117e-07
"6000","Elasticity (physics)",2014,1,2.70769877284384e-07
"6001","Plain bearing",2007,1,3.42026039126411e-07
"6002","Spring (device)",2007,1,3.42026039126411e-07
"6003","Magnetic gear",2007,1,3.42026039126411e-07
"6004","Power control",2011,1,5.44529735952086e-07
"6005","Magnetic dipole",2008,1,2.82895354745117e-07
"6006","Local field",2009,1,3.05274626580445e-07
"6007","Software package",2013,1,3.17950364768556e-07
"6008","Dimethyl ether",2013,1,3.17950364768556e-07
"6009","Water heating",2010,1,5.37350710538845e-07
"6010","Aqueous solution",2012,1,5.9446776409379e-07
"6011","Burnup",2010,1,5.37350710538845e-07
"6012","Iron oxide",2011,1,5.44529735952086e-07
"6013","Motor system",2009,1,3.05274626580445e-07
"6014","Geography",2011,1,5.44529735952086e-07
"6015","Friction",2012,1,5.9446776409379e-07
"6016","Plant Simulation",2013,1,3.17950364768556e-07
"6017","Stress concentration",2014,1,2.70769877284384e-07
"6018","Array data structure",2010,1,5.37350710538845e-07
"6019","Glass-ceramic",2014,1,2.70769877284384e-07
"6020","Total harmonic distortion",2012,1,5.9446776409379e-07
"6021","Fiber-reinforced concrete",2012,1,5.9446776409379e-07
"6022","Frequency band",2008,1,2.82895354745117e-07
"6023","Inter Alia",2014,1,2.70769877284384e-07
"6024","Arc length",2010,1,5.37350710538845e-07
"6025","Final product",2014,1,2.70769877284384e-07
"6026","Frequency modulation",2011,1,5.44529735952086e-07
"6027","Metric (mathematics)",2011,1,5.44529735952086e-07
"6028","Polypropylene glycol",2011,1,5.44529735952086e-07
"6029","Surface wave",2011,1,5.44529735952086e-07
"6030","Ground plane",2014,1,2.70769877284384e-07
"6031","Physical quantity",2011,1,5.44529735952086e-07
"6032","Work hardening",2015,1,2.98975739015706e-07
"6033","Anemometer",2014,1,2.70769877284384e-07
"6034","Electric Connection",2006,1,4.07574361942336e-07
"6035","Normal (geometry)",2014,1,2.70769877284384e-07
"6036","Voltage source",2010,1,5.37350710538845e-07
"6037","Plating",2015,1,2.98975739015706e-07
"6038","Shapeshifting",2015,1,2.98975739015706e-07
"6039","LED lamp",2010,1,5.37350710538845e-07
"6040","Capacity management",2011,1,5.44529735952086e-07
"6041","Volt",2012,1,5.9446776409379e-07
"6042","Water treatment",2015,1,2.98975739015706e-07
"6043","Square (algebra)",2014,1,2.70769877284384e-07
"6044","Continuous signal",2011,1,5.44529735952086e-07
"6045","Channel surface",2011,1,5.44529735952086e-07
"6046","Type system",2011,1,5.44529735952086e-07
"6047","Danger Signal",2012,1,5.9446776409379e-07
"6048","Blade geometry",2009,1,3.05274626580445e-07
"6049","Operating temperature",2015,1,2.98975739015706e-07
"6050","Manufacturing cost",2011,1,5.44529735952086e-07
"6051","Electricity market",2015,1,2.98975739015706e-07
"6052","Certified reference materials",2014,1,2.70769877284384e-07
"6053","Carbon dioxide in Earth's atmosphere",2009,1,3.05274626580445e-07
"6054","Food",2014,1,2.70769877284384e-07
"6055","Coating",2007,1,3.42026039126411e-07
"6056","Copper loss",2014,1,2.70769877284384e-07
"6057","Field strength",2007,1,3.42026039126411e-07
"6058","Original position",2011,1,5.44529735952086e-07
"6059","Electroless plating",2015,1,2.98975739015706e-07
"6060","Thin section",2014,1,2.70769877284384e-07
"6061","Linear form",2014,1,2.70769877284384e-07
"6062","Recurrent neural network",2012,1,5.9446776409379e-07
"6063","Power structure",2014,1,2.70769877284384e-07
"6064","Electric power",2011,1,5.44529735952086e-07
"6065","Standby power",2012,1,5.9446776409379e-07
"6066","Primary (astronomy)",2014,1,2.70769877284384e-07
"6067","Police brutality",2006,1,4.07574361942336e-07
"6068","Assembly line",2007,1,3.42026039126411e-07
"6069","Basalt fiber",2013,1,3.17950364768556e-07
"6070","Battery charger",2014,1,2.70769877284384e-07
"6071","Resource map",2012,1,5.9446776409379e-07
"6072","Soybean oil",2013,1,3.17950364768556e-07
"6073","Crest (physics)",2010,1,5.37350710538845e-07
"6074","Data logger",2010,1,5.37350710538845e-07
"6075","Compression molding",2011,1,5.44529735952086e-07
"6076","Transformer",2012,1,5.9446776409379e-07
"6077","Fire resistance",2014,1,2.70769877284384e-07
"6078","Continuous production",2014,1,2.70769877284384e-07
